id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
226518,Male,47,1,8.0,0,1-2 Year,Yes,49146.0,124.0,128,0
172456,Female,51,1,50.0,0,1-2 Year,Yes,35039.0,26.0,236,0
249017,Female,24,1,13.0,1,< 1 Year,No,19937.0,152.0,201,0
230931,Male,24,1,25.0,0,< 1 Year,No,21295.0,152.0,28,0
55182,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,13,0
53269,Female,33,1,1.0,0,1-2 Year,Yes,2630.0,26.0,54,0
69339,Male,26,1,28.0,0,1-2 Year,Yes,2630.0,156.0,259,0
201411,Male,27,1,28.0,1,< 1 Year,No,67146.0,26.0,275,0
241310,Female,21,1,12.0,1,< 1 Year,No,33169.0,152.0,37,0
101233,Female,22,1,28.0,0,1-2 Year,Yes,35708.0,26.0,236,0
56303,Male,50,1,8.0,0,1-2 Year,Yes,49657.0,4.0,84,0
89886,Male,43,1,11.0,0,1-2 Year,Yes,36077.0,26.0,117,0
379266,Male,44,1,28.0,0,1-2 Year,Yes,35896.0,124.0,229,0
201589,Male,35,1,35.0,1,1-2 Year,No,28021.0,26.0,81,0
93203,Male,21,1,8.0,1,< 1 Year,No,37063.0,160.0,293,0
122840,Male,23,1,6.0,0,< 1 Year,Yes,2630.0,151.0,196,0
329477,Male,53,1,8.0,1,1-2 Year,No,32163.0,152.0,169,0
300030,Female,25,1,15.0,0,< 1 Year,Yes,36775.0,152.0,227,0
41330,Female,47,1,28.0,0,1-2 Year,Yes,50057.0,26.0,289,0
319714,Male,60,1,28.0,1,1-2 Year,No,31650.0,26.0,290,0
41994,Female,50,1,28.0,0,1-2 Year,Yes,28698.0,122.0,50,0
147534,Male,74,1,28.0,1,1-2 Year,No,38776.0,124.0,190,0
297355,Male,48,1,28.0,1,1-2 Year,No,49360.0,122.0,260,0
361271,Male,21,1,9.0,0,< 1 Year,Yes,31219.0,160.0,83,0
231200,Male,50,1,35.0,0,1-2 Year,Yes,32661.0,10.0,272,0
113335,Female,23,1,14.0,1,< 1 Year,No,17958.0,152.0,150,0
369551,Female,43,1,50.0,0,> 2 Years,Yes,26080.0,26.0,103,0
368496,Male,64,1,36.0,0,1-2 Year,Yes,2630.0,124.0,130,0
197034,Male,36,1,20.0,0,1-2 Year,Yes,2630.0,156.0,172,0
176637,Male,70,1,28.0,0,1-2 Year,Yes,36589.0,26.0,197,0
353824,Female,25,1,10.0,0,< 1 Year,No,31722.0,122.0,90,0
12863,Female,37,1,28.0,0,1-2 Year,Yes,47860.0,124.0,215,0
67857,Male,49,1,8.0,0,1-2 Year,Yes,46422.0,124.0,244,0
139648,Male,62,1,33.0,0,1-2 Year,Yes,2630.0,26.0,140,0
45195,Male,21,1,41.0,0,< 1 Year,Yes,35336.0,152.0,166,0
205755,Female,57,1,28.0,0,1-2 Year,Yes,41728.0,26.0,294,0
302727,Male,24,1,30.0,0,1-2 Year,Yes,27249.0,154.0,135,0
162208,Female,27,1,7.0,1,< 1 Year,No,42685.0,152.0,192,0
32936,Male,48,1,28.0,0,1-2 Year,No,56012.0,26.0,50,0
377365,Male,21,1,25.0,1,< 1 Year,No,24845.0,160.0,213,0
151877,Male,22,1,17.0,0,< 1 Year,Yes,2630.0,152.0,150,0
214582,Male,27,1,46.0,1,< 1 Year,No,19160.0,152.0,43,0
272484,Male,23,1,14.0,0,1-2 Year,No,20331.0,124.0,173,0
31289,Male,52,1,28.0,1,1-2 Year,No,48384.0,25.0,234,0
218568,Male,73,1,14.0,0,1-2 Year,No,26387.0,26.0,287,0
271556,Male,24,1,8.0,1,< 1 Year,No,39893.0,152.0,60,0
324003,Female,34,1,11.0,0,1-2 Year,Yes,20477.0,156.0,230,0
360107,Male,51,1,8.0,1,1-2 Year,No,31285.0,124.0,247,0
187237,Female,37,1,11.0,1,1-2 Year,Yes,26468.0,120.0,89,0
336063,Female,27,1,18.0,1,< 1 Year,No,24584.0,152.0,73,0
215913,Male,24,1,43.0,0,< 1 Year,Yes,26014.0,152.0,98,0
269695,Female,79,1,8.0,1,1-2 Year,No,2630.0,156.0,218,0
20612,Female,24,1,45.0,1,< 1 Year,No,22359.0,152.0,36,0
218315,Male,66,1,28.0,1,1-2 Year,No,28601.0,124.0,25,0
271183,Male,27,1,28.0,1,< 1 Year,No,38911.0,152.0,115,0
9932,Female,36,1,28.0,0,1-2 Year,Yes,30826.0,26.0,211,0
184631,Female,28,1,6.0,1,< 1 Year,No,24781.0,152.0,171,0
110329,Female,23,1,21.0,1,< 1 Year,No,35256.0,152.0,71,0
294656,Male,38,1,40.0,0,1-2 Year,Yes,47545.0,124.0,246,0
24776,Male,34,1,39.0,0,1-2 Year,Yes,2630.0,156.0,132,0
231607,Female,54,1,28.0,0,1-2 Year,Yes,45576.0,26.0,98,0
144398,Female,74,1,8.0,1,1-2 Year,No,2630.0,26.0,123,0
39278,Male,23,1,11.0,1,< 1 Year,No,35698.0,152.0,293,0
25243,Female,45,1,16.0,1,1-2 Year,No,31048.0,152.0,108,0
125856,Female,24,1,18.0,1,< 1 Year,No,35801.0,152.0,12,0
231456,Male,23,1,29.0,1,< 1 Year,No,39576.0,26.0,172,0
327268,Female,25,1,8.0,0,< 1 Year,Yes,48089.0,152.0,50,0
77147,Female,23,1,16.0,1,< 1 Year,No,29997.0,160.0,12,0
54367,Male,65,1,19.0,0,> 2 Years,Yes,38494.0,155.0,194,0
355417,Male,24,1,35.0,1,< 1 Year,No,36540.0,152.0,203,0
312132,Male,63,1,28.0,0,1-2 Year,Yes,38271.0,124.0,156,0
330856,Female,55,1,41.0,1,1-2 Year,No,49958.0,26.0,20,0
226013,Male,48,1,28.0,0,> 2 Years,Yes,26191.0,122.0,193,0
341511,Male,45,1,11.0,1,1-2 Year,Yes,2630.0,156.0,111,0
89974,Male,23,1,41.0,0,< 1 Year,Yes,39210.0,152.0,226,0
377978,Male,60,1,8.0,0,1-2 Year,Yes,24582.0,26.0,213,0
203133,Female,59,1,28.0,0,1-2 Year,Yes,24279.0,13.0,156,0
100091,Male,35,1,28.0,0,1-2 Year,Yes,27231.0,124.0,203,0
64894,Female,48,1,18.0,0,1-2 Year,Yes,30247.0,26.0,276,0
293388,Female,25,1,16.0,1,< 1 Year,No,16860.0,152.0,123,0
315232,Female,43,1,46.0,0,1-2 Year,Yes,38097.0,124.0,206,0
230570,Female,25,1,18.0,1,< 1 Year,No,33513.0,152.0,61,0
188522,Female,28,1,47.0,0,< 1 Year,Yes,26725.0,152.0,142,0
255958,Male,41,1,28.0,0,1-2 Year,Yes,50521.0,13.0,46,0
217538,Male,42,1,8.0,1,1-2 Year,Yes,43933.0,124.0,110,0
189099,Male,50,1,27.0,1,1-2 Year,No,28059.0,150.0,63,0
294097,Female,41,1,28.0,0,1-2 Year,No,45552.0,124.0,84,0
110277,Female,43,1,28.0,0,1-2 Year,Yes,36662.0,7.0,149,0
358938,Male,52,1,7.0,0,1-2 Year,Yes,2630.0,26.0,237,0
333822,Female,36,1,50.0,1,1-2 Year,No,34519.0,124.0,295,0
254345,Female,70,1,0.0,0,1-2 Year,Yes,2630.0,55.0,148,0
313195,Male,33,1,28.0,0,1-2 Year,Yes,27068.0,124.0,292,0
169064,Male,23,1,3.0,1,< 1 Year,No,24351.0,152.0,159,0
154026,Male,41,1,28.0,1,1-2 Year,No,44715.0,124.0,240,0
377110,Male,44,1,46.0,0,1-2 Year,Yes,37359.0,124.0,159,0
187794,Female,28,1,46.0,0,< 1 Year,No,2630.0,1.0,23,0
56001,Male,27,1,3.0,1,< 1 Year,No,39981.0,26.0,275,0
295123,Female,50,1,28.0,1,1-2 Year,No,56023.0,122.0,265,0
237996,Male,48,1,28.0,0,1-2 Year,Yes,32867.0,26.0,216,0
10825,Female,24,1,28.0,1,< 1 Year,No,46377.0,152.0,156,0
359913,Male,49,1,28.0,0,1-2 Year,Yes,29228.0,60.0,260,0
115047,Female,20,1,30.0,1,< 1 Year,No,34182.0,160.0,73,0
25732,Female,24,1,10.0,0,< 1 Year,Yes,26151.0,152.0,154,0
267285,Male,72,1,28.0,0,1-2 Year,Yes,54655.0,3.0,262,0
135680,Female,25,1,3.0,0,1-2 Year,Yes,2630.0,157.0,225,0
302176,Female,58,1,15.0,0,1-2 Year,Yes,2630.0,156.0,257,0
138019,Female,21,1,15.0,0,< 1 Year,Yes,28607.0,160.0,270,0
255064,Male,21,1,8.0,0,< 1 Year,No,42913.0,160.0,187,0
303133,Female,24,1,43.0,0,< 1 Year,Yes,43104.0,152.0,50,0
233119,Female,20,1,28.0,0,< 1 Year,Yes,53188.0,160.0,286,0
137442,Female,23,1,14.0,0,< 1 Year,Yes,25288.0,152.0,37,0
251385,Male,39,1,28.0,1,1-2 Year,No,2630.0,26.0,281,0
109945,Female,45,1,28.0,0,1-2 Year,Yes,29060.0,124.0,170,0
58108,Male,24,1,47.0,1,< 1 Year,No,34974.0,152.0,213,0
189064,Female,21,1,25.0,1,< 1 Year,No,34422.0,160.0,113,0
23597,Male,54,1,28.0,0,1-2 Year,Yes,36934.0,26.0,106,0
68186,Female,27,1,37.0,0,< 1 Year,No,36280.0,152.0,35,0
308055,Female,56,1,41.0,1,1-2 Year,No,33613.0,12.0,37,0
155279,Male,35,1,11.0,0,1-2 Year,Yes,2630.0,157.0,247,0
281099,Male,22,1,29.0,1,< 1 Year,No,25722.0,163.0,278,0
117437,Male,31,1,28.0,1,< 1 Year,No,31874.0,152.0,145,0
10420,Male,24,1,33.0,1,< 1 Year,No,20108.0,152.0,153,0
142702,Female,39,1,28.0,0,1-2 Year,Yes,2630.0,124.0,175,0
346221,Female,30,1,30.0,0,< 1 Year,Yes,27622.0,152.0,119,0
212167,Male,47,1,3.0,0,1-2 Year,No,61544.0,124.0,34,0
28689,Male,66,1,28.0,0,1-2 Year,Yes,53019.0,122.0,248,0
241614,Male,54,1,28.0,0,1-2 Year,No,40845.0,26.0,107,0
350550,Male,52,1,28.0,1,1-2 Year,No,29380.0,26.0,91,0
163976,Male,22,1,26.0,0,< 1 Year,Yes,30125.0,160.0,169,0
28290,Female,33,1,37.0,1,< 1 Year,No,38044.0,152.0,280,0
111769,Male,43,1,19.0,0,1-2 Year,Yes,2630.0,26.0,47,0
147389,Male,22,1,11.0,1,< 1 Year,No,49446.0,152.0,24,0
11129,Female,40,1,8.0,1,1-2 Year,No,2630.0,152.0,198,0
113648,Male,45,1,41.0,0,1-2 Year,Yes,23316.0,124.0,286,0
59489,Female,51,1,41.0,1,1-2 Year,Yes,28873.0,26.0,190,0
122465,Male,23,1,47.0,1,< 1 Year,No,29390.0,152.0,100,0
54757,Female,35,1,46.0,0,1-2 Year,Yes,24276.0,152.0,217,0
20308,Male,43,1,28.0,0,1-2 Year,Yes,22872.0,124.0,210,0
284930,Female,21,1,49.0,1,< 1 Year,Yes,2630.0,160.0,83,0
90166,Female,24,1,15.0,0,< 1 Year,Yes,29715.0,152.0,130,0
279538,Male,23,1,17.0,1,< 1 Year,No,32488.0,152.0,20,0
171406,Female,21,1,8.0,0,< 1 Year,Yes,53254.0,160.0,254,0
51262,Male,44,1,12.0,0,1-2 Year,Yes,2630.0,26.0,73,0
280782,Female,22,1,18.0,1,< 1 Year,No,33806.0,152.0,244,0
53661,Male,54,1,3.0,0,> 2 Years,Yes,2630.0,124.0,92,0
11333,Female,23,1,7.0,0,< 1 Year,Yes,34516.0,160.0,10,0
132905,Male,25,1,28.0,1,< 1 Year,No,32346.0,152.0,41,0
187505,Male,27,1,3.0,1,< 1 Year,No,26794.0,152.0,191,0
334476,Female,47,1,28.0,0,1-2 Year,Yes,55175.0,26.0,31,0
213648,Female,32,1,16.0,1,< 1 Year,No,19257.0,152.0,264,0
30875,Male,28,1,28.0,1,< 1 Year,No,31458.0,61.0,62,0
93843,Female,21,1,15.0,0,< 1 Year,Yes,39383.0,160.0,95,0
363264,Male,23,1,8.0,1,< 1 Year,No,49357.0,152.0,37,0
237329,Male,24,1,2.0,1,< 1 Year,No,28734.0,152.0,246,0
25799,Female,65,1,22.0,1,1-2 Year,No,27509.0,25.0,71,0
2064,Female,26,1,28.0,1,< 1 Year,No,32214.0,152.0,131,0
132051,Female,22,1,47.0,1,< 1 Year,No,29149.0,152.0,132,0
65240,Female,21,1,36.0,1,< 1 Year,No,33068.0,152.0,132,0
30066,Male,61,1,39.0,1,1-2 Year,No,2630.0,26.0,214,0
29884,Male,48,1,8.0,0,1-2 Year,Yes,32215.0,124.0,101,0
36755,Male,22,1,45.0,1,< 1 Year,No,27477.0,152.0,234,0
184231,Male,78,1,15.0,1,1-2 Year,No,31700.0,26.0,61,0
213532,Male,36,1,50.0,0,1-2 Year,Yes,40786.0,124.0,187,0
211428,Male,36,1,35.0,0,1-2 Year,Yes,39078.0,124.0,237,0
306952,Female,22,1,30.0,1,< 1 Year,No,25486.0,152.0,13,0
31719,Male,47,1,25.0,1,1-2 Year,No,27505.0,30.0,141,0
332028,Male,46,1,13.0,0,1-2 Year,No,17051.0,26.0,175,0
11486,Female,68,1,40.0,0,1-2 Year,Yes,2630.0,124.0,32,0
349048,Male,24,1,6.0,1,< 1 Year,No,17635.0,152.0,66,0
257845,Female,24,1,46.0,1,< 1 Year,No,19291.0,152.0,226,0
126758,Female,24,1,18.0,1,< 1 Year,No,31044.0,152.0,262,0
358412,Male,52,1,28.0,0,1-2 Year,Yes,50189.0,26.0,25,0
145038,Male,24,1,21.0,1,< 1 Year,No,26975.0,152.0,157,0
333735,Female,21,1,46.0,1,< 1 Year,No,31900.0,160.0,165,0
326351,Male,26,1,10.0,0,< 1 Year,Yes,22572.0,152.0,290,0
10592,Male,74,1,36.0,0,1-2 Year,Yes,31939.0,26.0,120,0
284384,Male,33,1,28.0,0,< 1 Year,Yes,61000.0,122.0,127,0
106833,Female,64,1,45.0,1,1-2 Year,No,45928.0,124.0,245,0
1704,Male,24,1,11.0,1,< 1 Year,No,24420.0,152.0,268,0
146726,Female,21,1,28.0,1,< 1 Year,No,2630.0,160.0,165,0
220526,Male,40,1,28.0,0,1-2 Year,No,43548.0,157.0,37,0
101459,Male,31,1,24.0,1,< 1 Year,No,22049.0,154.0,171,0
274412,Male,21,1,17.0,1,< 1 Year,No,31885.0,152.0,50,0
90808,Female,49,1,37.0,1,1-2 Year,No,31612.0,26.0,292,0
232057,Female,30,1,33.0,1,< 1 Year,No,2630.0,152.0,156,0
48893,Male,23,1,50.0,1,< 1 Year,No,34938.0,26.0,140,0
298998,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,125.0,265,0
115947,Male,31,1,31.0,1,< 1 Year,No,2630.0,152.0,160,0
64039,Male,29,1,18.0,1,< 1 Year,No,37196.0,152.0,123,0
82027,Female,24,1,39.0,1,< 1 Year,Yes,2630.0,152.0,186,0
327881,Female,34,1,28.0,0,1-2 Year,Yes,31903.0,124.0,30,0
168403,Female,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,154,0
357298,Female,29,1,44.0,1,< 1 Year,No,37254.0,152.0,31,0
119494,Female,68,1,14.0,0,1-2 Year,Yes,23986.0,26.0,193,0
134885,Male,55,1,8.0,1,1-2 Year,No,46355.0,26.0,140,0
309109,Male,24,1,25.0,0,< 1 Year,No,29393.0,152.0,42,0
224503,Female,46,1,28.0,0,1-2 Year,Yes,29227.0,25.0,234,0
297948,Male,27,1,15.0,0,< 1 Year,No,28709.0,152.0,280,0
62697,Male,76,1,28.0,0,1-2 Year,Yes,43159.0,26.0,23,0
314545,Female,40,1,28.0,1,1-2 Year,No,41649.0,125.0,170,0
368074,Male,41,1,28.0,0,1-2 Year,Yes,30272.0,60.0,102,0
95608,Male,23,1,45.0,1,< 1 Year,No,25547.0,152.0,67,0
302915,Male,24,1,21.0,1,< 1 Year,No,30964.0,152.0,67,0
92832,Female,28,1,45.0,1,< 1 Year,No,16353.0,152.0,31,0
134111,Male,50,1,29.0,1,1-2 Year,No,48461.0,26.0,231,0
3984,Male,25,1,35.0,1,< 1 Year,No,24811.0,152.0,17,0
62931,Male,26,1,39.0,0,1-2 Year,Yes,2630.0,163.0,23,0
265378,Female,23,1,49.0,1,< 1 Year,No,26934.0,152.0,160,0
182039,Female,27,1,50.0,1,< 1 Year,No,40010.0,152.0,104,0
33217,Female,30,1,22.0,1,< 1 Year,No,27923.0,152.0,34,0
372193,Male,22,1,46.0,1,< 1 Year,No,28187.0,152.0,165,0
96386,Male,37,1,8.0,1,1-2 Year,No,32354.0,157.0,18,0
257499,Male,41,1,36.0,0,< 1 Year,No,2630.0,1.0,236,0
185314,Female,25,1,28.0,0,< 1 Year,Yes,36550.0,156.0,109,0
305278,Male,51,1,28.0,0,> 2 Years,Yes,34002.0,26.0,239,0
147576,Female,71,1,45.0,1,1-2 Year,No,2630.0,124.0,122,0
241963,Male,23,1,41.0,1,< 1 Year,No,31859.0,152.0,240,0
323681,Male,58,1,28.0,0,1-2 Year,Yes,34882.0,25.0,177,0
154822,Male,57,1,49.0,0,1-2 Year,Yes,2630.0,122.0,210,0
175649,Male,41,1,0.0,0,1-2 Year,No,2630.0,122.0,46,0
41273,Female,25,1,6.0,1,< 1 Year,No,28662.0,152.0,66,0
164128,Female,24,1,35.0,1,< 1 Year,No,32315.0,152.0,227,0
275047,Female,70,1,45.0,1,1-2 Year,No,29130.0,124.0,270,0
156406,Female,20,1,50.0,0,< 1 Year,Yes,44222.0,160.0,182,0
43257,Female,22,1,13.0,0,< 1 Year,Yes,2630.0,163.0,167,0
178279,Male,40,1,28.0,0,1-2 Year,Yes,41694.0,122.0,231,0
337552,Male,22,1,36.0,1,< 1 Year,No,28338.0,160.0,203,0
149051,Female,33,1,3.0,0,< 1 Year,Yes,24421.0,26.0,184,0
105492,Male,21,1,28.0,0,< 1 Year,Yes,64965.0,26.0,218,0
216446,Male,59,1,28.0,1,1-2 Year,No,35791.0,26.0,177,0
128678,Female,24,1,6.0,1,< 1 Year,No,33442.0,152.0,252,0
131277,Female,49,1,29.0,0,1-2 Year,Yes,34304.0,124.0,172,0
162456,Male,22,1,21.0,1,< 1 Year,No,36704.0,152.0,248,0
317542,Female,27,1,29.0,1,< 1 Year,No,32919.0,152.0,19,0
305294,Male,24,1,45.0,1,< 1 Year,No,57213.0,152.0,230,0
219892,Female,26,1,11.0,1,< 1 Year,No,26061.0,152.0,290,0
331856,Female,21,1,8.0,0,< 1 Year,Yes,33065.0,152.0,230,0
353536,Male,24,1,16.0,0,< 1 Year,Yes,21876.0,152.0,158,0
44549,Male,43,1,28.0,0,1-2 Year,Yes,47062.0,124.0,52,0
1002,Female,26,1,28.0,1,< 1 Year,No,43080.0,152.0,76,0
312772,Male,46,1,28.0,1,1-2 Year,No,47627.0,124.0,10,0
98038,Female,40,1,33.0,0,1-2 Year,Yes,2630.0,156.0,197,0
29374,Male,47,1,48.0,0,1-2 Year,Yes,2630.0,26.0,61,0
217358,Female,39,1,22.0,0,1-2 Year,Yes,36520.0,124.0,264,0
374428,Male,45,1,30.0,0,1-2 Year,Yes,34303.0,122.0,32,0
105251,Male,59,1,39.0,0,1-2 Year,Yes,2630.0,26.0,221,0
133453,Male,55,1,24.0,1,1-2 Year,No,25441.0,124.0,223,0
359451,Female,58,1,47.0,1,1-2 Year,No,43972.0,152.0,13,0
335367,Male,33,1,28.0,0,< 1 Year,Yes,52522.0,26.0,69,0
85815,Male,24,1,30.0,1,< 1 Year,No,28010.0,152.0,202,0
41949,Male,47,1,28.0,0,1-2 Year,No,39309.0,124.0,243,0
77717,Male,28,1,30.0,1,< 1 Year,No,28667.0,152.0,36,0
341266,Male,60,1,28.0,0,1-2 Year,Yes,26600.0,122.0,261,0
172122,Female,53,1,28.0,0,1-2 Year,Yes,27393.0,31.0,240,0
194308,Male,41,1,28.0,0,1-2 Year,Yes,57293.0,124.0,83,0
237451,Male,31,1,29.0,0,1-2 Year,No,24224.0,26.0,209,0
148879,Male,22,1,6.0,0,< 1 Year,No,22450.0,152.0,140,0
167736,Female,49,1,28.0,1,1-2 Year,No,42633.0,52.0,208,0
99611,Male,54,1,28.0,0,1-2 Year,Yes,2630.0,156.0,269,0
209738,Male,39,1,8.0,0,1-2 Year,Yes,2630.0,124.0,297,0
262592,Male,30,1,45.0,0,< 1 Year,Yes,30224.0,152.0,18,0
215282,Male,44,1,15.0,0,1-2 Year,Yes,35336.0,26.0,63,0
65437,Female,40,1,28.0,1,1-2 Year,No,34068.0,122.0,283,0
344361,Female,26,1,50.0,1,1-2 Year,No,31138.0,8.0,107,0
369080,Female,41,1,28.0,0,1-2 Year,No,32426.0,156.0,219,0
361997,Male,49,1,8.0,0,1-2 Year,Yes,34060.0,26.0,30,0
261511,Female,62,1,46.0,1,1-2 Year,No,30045.0,122.0,110,0
343571,Female,64,1,28.0,0,1-2 Year,Yes,45025.0,124.0,63,0
76154,Female,45,1,28.0,0,1-2 Year,Yes,30105.0,124.0,146,0
15219,Male,48,1,36.0,0,1-2 Year,Yes,32983.0,157.0,28,0
327557,Female,24,1,32.0,0,< 1 Year,No,2630.0,152.0,148,0
158069,Female,24,1,28.0,1,< 1 Year,No,2630.0,152.0,94,0
265288,Male,51,1,28.0,1,1-2 Year,No,27522.0,26.0,50,0
251069,Female,68,1,29.0,0,> 2 Years,Yes,34216.0,26.0,197,0
42905,Female,22,1,46.0,1,< 1 Year,No,20814.0,152.0,204,0
133212,Male,50,1,8.0,0,1-2 Year,Yes,27457.0,124.0,295,0
174716,Male,23,1,15.0,0,< 1 Year,No,29099.0,152.0,36,0
373152,Female,32,1,41.0,1,< 1 Year,No,23059.0,152.0,84,0
204808,Female,51,1,30.0,1,1-2 Year,No,2630.0,152.0,253,0
193090,Male,56,1,31.0,1,1-2 Year,No,2630.0,124.0,84,0
162778,Female,42,1,11.0,0,1-2 Year,Yes,33298.0,124.0,154,0
167122,Male,22,1,5.0,1,< 1 Year,No,2630.0,160.0,139,0
133427,Male,70,1,28.0,1,1-2 Year,No,70112.0,122.0,20,0
132163,Male,31,1,6.0,1,< 1 Year,No,29583.0,152.0,130,0
140883,Female,22,1,8.0,0,< 1 Year,No,2630.0,160.0,248,0
269011,Male,58,1,28.0,0,1-2 Year,Yes,63541.0,26.0,57,0
363331,Female,24,1,2.0,1,< 1 Year,No,18784.0,152.0,73,0
44410,Male,46,1,22.0,0,1-2 Year,Yes,2630.0,157.0,91,0
250885,Male,63,1,35.0,0,1-2 Year,Yes,2630.0,26.0,170,0
297389,Male,37,1,28.0,1,1-2 Year,Yes,61289.0,124.0,24,0
173957,Male,48,1,7.0,0,1-2 Year,Yes,2630.0,154.0,58,0
282978,Male,40,1,41.0,1,1-2 Year,No,34592.0,152.0,27,0
259897,Female,35,1,28.0,0,1-2 Year,No,41362.0,124.0,95,0
238221,Male,61,1,28.0,0,1-2 Year,Yes,41746.0,124.0,197,0
41971,Male,24,1,41.0,1,< 1 Year,No,33917.0,152.0,66,0
71461,Female,23,1,28.0,1,< 1 Year,No,40602.0,152.0,16,0
158587,Male,60,1,28.0,0,1-2 Year,No,32734.0,26.0,201,0
167172,Female,33,1,28.0,1,1-2 Year,No,46868.0,156.0,206,0
269546,Female,32,1,27.0,0,< 1 Year,Yes,41009.0,152.0,119,0
230206,Male,28,1,35.0,0,< 1 Year,Yes,25476.0,152.0,126,0
26020,Female,26,1,50.0,1,< 1 Year,No,23055.0,152.0,82,0
237353,Male,58,1,15.0,0,1-2 Year,Yes,42851.0,124.0,222,0
325048,Female,32,1,8.0,0,1-2 Year,Yes,39446.0,157.0,163,0
104528,Female,38,1,28.0,0,1-2 Year,Yes,29642.0,156.0,191,0
241805,Male,59,1,3.0,0,1-2 Year,Yes,2630.0,26.0,286,0
114275,Female,22,1,28.0,1,< 1 Year,No,55756.0,152.0,214,0
190267,Male,46,1,47.0,0,1-2 Year,No,37262.0,26.0,297,0
50248,Female,46,1,28.0,1,1-2 Year,Yes,38248.0,26.0,14,0
26809,Female,31,1,15.0,1,< 1 Year,No,31720.0,152.0,252,0
153627,Female,27,1,29.0,1,< 1 Year,No,29922.0,152.0,55,0
377778,Female,28,1,28.0,1,< 1 Year,No,31137.0,152.0,181,0
192325,Female,26,1,16.0,0,< 1 Year,No,26108.0,152.0,265,0
45103,Female,40,1,30.0,1,1-2 Year,No,25571.0,152.0,41,0
322755,Male,25,1,28.0,1,< 1 Year,No,58455.0,152.0,196,0
366590,Female,24,1,8.0,1,< 1 Year,No,35612.0,152.0,290,0
44439,Female,72,1,50.0,0,1-2 Year,Yes,31033.0,8.0,209,0
60369,Male,55,1,45.0,0,1-2 Year,Yes,33010.0,26.0,108,0
244517,Male,48,1,28.0,1,1-2 Year,No,24005.0,26.0,209,0
39115,Male,44,1,41.0,0,1-2 Year,Yes,40733.0,26.0,127,0
370083,Male,39,1,28.0,0,1-2 Year,No,35074.0,26.0,277,0
211033,Female,40,1,28.0,0,1-2 Year,Yes,52778.0,13.0,58,0
250815,Male,74,1,33.0,0,1-2 Year,Yes,2630.0,124.0,207,0
364671,Female,24,1,37.0,1,< 1 Year,No,34819.0,152.0,280,0
344915,Female,26,1,28.0,1,< 1 Year,No,40827.0,152.0,104,0
286179,Female,24,1,46.0,1,< 1 Year,No,32393.0,160.0,68,0
252398,Male,37,1,41.0,1,1-2 Year,No,2630.0,152.0,297,0
213017,Male,24,1,28.0,1,< 1 Year,No,35052.0,152.0,200,0
276877,Male,71,1,46.0,0,1-2 Year,Yes,53423.0,124.0,236,0
249582,Female,52,1,28.0,1,1-2 Year,No,25344.0,124.0,85,0
369574,Male,33,1,28.0,0,1-2 Year,Yes,57872.0,122.0,29,0
225793,Female,59,1,27.0,0,1-2 Year,Yes,22514.0,26.0,274,0
56236,Female,23,1,29.0,1,< 1 Year,No,22479.0,152.0,210,0
288333,Female,40,1,6.0,1,1-2 Year,No,2630.0,157.0,174,0
363957,Female,70,1,8.0,0,1-2 Year,Yes,31125.0,26.0,160,0
300645,Male,23,1,18.0,1,< 1 Year,No,39924.0,152.0,165,0
308946,Male,59,1,16.0,1,1-2 Year,No,24245.0,152.0,278,0
362842,Male,24,1,28.0,0,< 1 Year,No,51002.0,152.0,173,0
107667,Male,68,1,39.0,0,1-2 Year,Yes,2630.0,124.0,25,0
194908,Female,24,1,50.0,1,< 1 Year,No,23492.0,152.0,49,0
369138,Female,25,1,33.0,1,< 1 Year,No,2630.0,152.0,130,0
292067,Female,62,1,28.0,1,1-2 Year,No,30202.0,122.0,120,0
197826,Female,24,1,37.0,1,< 1 Year,No,30972.0,152.0,178,0
251739,Female,25,1,6.0,1,< 1 Year,No,31364.0,152.0,223,0
253370,Male,29,1,14.0,1,< 1 Year,No,32884.0,152.0,65,0
192384,Male,62,1,15.0,0,1-2 Year,Yes,50095.0,124.0,160,0
349079,Female,79,1,9.0,0,1-2 Year,No,30180.0,124.0,258,0
35436,Male,33,1,24.0,1,1-2 Year,No,34655.0,124.0,79,0
113757,Male,42,1,41.0,1,1-2 Year,No,28053.0,124.0,209,0
302957,Male,20,1,3.0,0,< 1 Year,Yes,36403.0,160.0,230,0
122264,Male,59,1,28.0,0,> 2 Years,Yes,38259.0,147.0,40,0
140604,Female,50,1,39.0,1,1-2 Year,No,2630.0,127.0,80,0
246065,Female,27,1,41.0,1,< 1 Year,No,27377.0,152.0,21,0
72440,Female,26,1,39.0,1,< 1 Year,No,2630.0,152.0,248,0
165987,Male,33,1,8.0,0,1-2 Year,Yes,40999.0,124.0,62,0
300953,Female,30,1,15.0,0,< 1 Year,Yes,36595.0,152.0,200,0
262671,Male,64,1,28.0,0,> 2 Years,Yes,67634.0,122.0,237,0
333994,Female,23,1,12.0,1,< 1 Year,No,34878.0,152.0,101,0
